Campaign_ID,Budget,Clicks,CTR,CPC,Conversions,CPA,Conversion_Rate,Duration,Platform,Content_Type,Target_Age,Target_Gender,Region,Revenue,Spend,ROAS,Date,Impressions
C6433,7380,1788,0.4158,4.13,43,171.63,0.024,28,YouTube,Text,25-34,Male,North America,6794,7453.8,0.91,2024-08-23,4300
C8255,3440,137,0.0199,25.11,72,47.78,0.5255,27,Facebook,Text,45-54,Female,Asia,8064,3612.0,2.23,2025-01-28,6884
C1268,7760,485,0.2418,16.0,312,24.87,0.6433,20,Instagram,Video,55+,Female,South America,24024,7992.8,3.01,2024-11-22,2005
C5077,8930,1732,0.3702,5.16,244,36.6,0.1409,21,Facebook,Video,55+,Female,North America,30256,8572.8,3.53,2024-02-16,4678
C4648,9470,1397,0.2902,6.78,1289,7.35,0.9227,30,Google,Image,18-24,Male,Asia,250066,9470.0,26.41,2024-04-29,4813
C2466,2180,272,0.0774,8.01,169,12.9,0.6213,24,Instagram,Text,25-34,Other,Europe,10985,2092.8,5.25,2024-10-11,3514
C6212,2220,292,0.0856,7.6,113,19.65,0.387,18,LinkedIn,Carousel,45-54,Other,Europe,15707,2242.2,7.01,2024-11-19,3411
C9010,4940,1190,0.1878,4.15,901,5.48,0.7571,9,YouTube,Video,45-54,Other,North America,109922,5137.6,21.4,2024-03-24,6336
C5106,7730,1763,0.1908,4.38,899,8.6,0.5099,12,LinkedIn,Carousel,18-24,Male,Africa,35960,7498.1,4.8,2024-06-09,9240
C3994,7590,676,0.2502,11.23,64,118.59,0.0947,14,YouTube,Image,18-24,Female,South America,5632,7969.5,0.71,2024-08-07,2701
C6538,6880,541,0.078,12.72,504,13.65,0.9316,17,LinkedIn,Video,45-54,Male,Asia,74592,6742.4,11.06,2024-10-30,6935
C2696,4010,421,0.0797,9.52,407,9.85,0.9667,16,YouTube,Text,55+,Male,Africa,39479,4130.3,9.56,2024-06-28,5282
C2662,7540,901,0.174,8.37,24,314.17,0.0266,16,YouTube,Image,45-54,Male,South America,2400,7690.8,0.31,2024-10-14,5178
C4282,5350,1110,0.8333,4.82,550,9.73,0.4955,26,LinkedIn,Video,18-24,Male,Europe,50600,5136.0,9.85,2024-06-19,1332
C3968,7540,1992,0.2542,3.79,1285,5.87,0.6451,30,Facebook,Text,25-34,Female,North America,223590,7389.2,30.26,2025-01-21,7836
C2176,2050,578,0.0831,3.55,321,6.39,0.5554,19,Instagram,Text,55+,Female,Africa,37236,1968.0,18.92,2025-01-26,6955
C6493,5640,1202,0.2997,4.69,1045,5.4,0.8694,18,Google,Carousel,35-44,Female,South America,199595,5640.0,35.39,2024-08-25,4010
C1526,2370,1176,0.1668,2.02,908,2.61,0.7721,27,LinkedIn,Carousel,35-44,Male,North America,83536,2441.1,34.22,2024-04-21,7050
C5357,7650,209,0.0249,36.6,33,231.82,0.1579,11,Google,Video,45-54,Female,Asia,4851,7420.5,0.65,2024-03-04,8393
C7147,9670,1548,0.197,6.25,368,26.28,0.2377,21,Facebook,Carousel,55+,Other,Asia,72864,9186.5,7.93,2024-08-08,7857
C1755,7350,595,0.0749,12.35,413,17.8,0.6941,29,Instagram,Carousel,35-44,Other,Africa,58233,7203.0,8.08,2024-12-11,7943
C5315,7820,1902,0.2032,4.11,355,22.03,0.1866,13,LinkedIn,Image,55+,Other,Africa,42955,7585.4,5.66,2024-05-10,9360
C1955,3640,364,0.0795,10.0,325,11.2,0.8929,19,LinkedIn,Image,55+,Male,Asia,33800,3494.4,9.67,2024-06-15,4578
C2099,9920,1498,0.4889,6.62,598,16.59,0.3992,11,Facebook,Text,45-54,Other,South America,99268,9920.0,10.01,2024-12-22,3064
C9787,5050,1300,0.1532,3.88,585,8.63,0.45,8,Instagram,Carousel,25-34,Other,South America,111735,5201.5,21.48,2024-04-07,8485
C9991,8440,1598,0.1716,5.28,423,19.95,0.2647,10,Facebook,Video,55+,Other,Europe,69372,8524.4,8.14,2024-03-26,9312
C1249,7220,1447,0.3421,4.99,176,41.02,0.1216,21,Instagram,Video,35-44,Male,Africa,13728,6931.2,1.98,2024-08-30,4229
C3289,5430,438,0.0575,12.4,289,18.79,0.6598,22,Instagram,Video,45-54,Male,Europe,49708,5212.8,9.54,2024-06-23,7617
C3249,7740,1770,0.9214,4.37,619,12.5,0.3497,25,LinkedIn,Carousel,45-54,Other,Europe,34045,7430.4,4.58,2024-07-16,1920
C6980,6090,509,0.113,11.96,142,42.89,0.279,9,Facebook,Text,45-54,Male,South America,13774,6394.5,2.15,2024-08-10,4504
C2751,2390,571,0.1271,4.19,61,39.18,0.1068,23,YouTube,Carousel,18-24,Male,Africa,3477,2366.1,1.47,2024-03-11,4492
C6646,8900,1585,0.6915,5.62,1065,8.36,0.6719,28,YouTube,Carousel,25-34,Other,Asia,208740,8900.0,23.45,2024-09-22,2292
C2838,2080,1653,0.6981,1.26,166,12.53,0.1004,14,Facebook,Text,35-44,Other,South America,31706,2100.8,15.09,2024-04-13,2367
C1202,4960,1847,0.4136,2.69,1270,3.91,0.6876,27,Google,Carousel,55+,Other,Africa,67310,5009.6,13.44,2024-10-04,4465
C6554,4270,1318,0.5422,3.24,1225,3.49,0.9294,11,Facebook,Image,45-54,Male,South America,180075,4355.4,41.35,2024-11-09,2430
C6282,4160,1619,0.355,2.57,253,16.44,0.1563,13,Instagram,Image,35-44,Female,Africa,50600,4160.0,12.16,2024-07-05,4560
C3287,5350,822,0.1814,6.51,759,7.05,0.9234,26,YouTube,Text,45-54,Male,Asia,115368,5243.0,22.0,2024-03-12,4531
C3336,9310,613,0.0633,15.19,552,16.87,0.9005,13,YouTube,Carousel,18-24,Other,Asia,105984,9030.7,11.74,2024-07-31,9684
C2203,8220,1234,0.2241,6.66,281,29.25,0.2277,10,YouTube,Text,45-54,Male,North America,22761,8548.8,2.66,2025-01-27,5506
C5305,2510,1038,0.1915,2.42,816,3.08,0.7861,29,Instagram,Video,25-34,Other,South America,121584,2510.0,48.44,2024-10-08,5420
C5375,5350,1756,0.5388,3.05,624,8.57,0.3554,22,Instagram,Video,25-34,Male,Asia,28080,5510.5,5.1,2024-02-22,3259
C6556,4380,1689,0.329,2.59,543,8.07,0.3215,18,Google,Image,35-44,Female,South America,86880,4292.4,20.24,2024-06-09,5133
C5378,9670,644,0.0685,15.02,335,28.87,0.5202,16,Instagram,Carousel,55+,Male,South America,35510,9379.9,3.79,2024-05-25,9401
C8714,6760,1000,0.3929,6.76,452,14.96,0.452,13,YouTube,Carousel,55+,Female,South America,13560,6557.2,2.07,2024-05-13,2545
C2782,2150,333,0.0922,6.46,313,6.87,0.9399,18,Instagram,Text,35-44,Other,Africa,36621,2064.0,17.74,2024-03-06,3611
C1809,3980,574,0.1132,6.93,96,41.46,0.1672,22,LinkedIn,Image,55+,Other,South America,15168,4139.2,3.66,2024-02-14,5070
C5763,8430,1685,0.3692,5.0,902,9.35,0.5353,7,LinkedIn,Carousel,18-24,Other,Asia,62238,8261.4,7.53,2024-05-22,4563
C6911,4150,472,0.1196,8.79,225,18.44,0.4767,7,Facebook,Video,45-54,Male,Asia,27450,4274.5,6.42,2024-10-18,3946
C4570,4530,467,0.282,9.7,44,102.95,0.0942,9,YouTube,Carousel,45-54,Other,South America,6556,4394.1,1.49,2024-02-25,1656
C8939,3640,199,0.0356,18.29,127,28.66,0.6382,14,Facebook,Image,35-44,Male,South America,4445,3530.8,1.26,2024-10-29,5589
C9017,9430,1906,0.3258,4.95,798,11.82,0.4187,22,YouTube,Video,18-24,Other,North America,75012,9807.2,7.65,2024-05-11,5850
C3559,6920,1450,0.671,4.77,1115,6.21,0.769,26,Facebook,Video,35-44,Male,Europe,81395,6850.8,11.88,2024-12-17,2160
C2586,8550,619,0.0797,13.81,89,96.07,0.1438,20,LinkedIn,Video,25-34,Other,South America,8277,8464.5,0.98,2024-07-17,7766
C8329,3580,1171,0.6761,3.06,699,5.12,0.5969,27,LinkedIn,Image,55+,Male,North America,51027,3580.0,14.25,2024-03-07,1731
C2140,3960,1307,0.2528,3.03,1041,3.8,0.7965,26,LinkedIn,Image,45-54,Male,Europe,200913,3841.2,52.3,2024-03-23,5170
C3666,6110,1969,0.3327,3.1,557,10.97,0.2829,25,LinkedIn,Text,35-44,Male,North America,90234,6415.5,14.06,2024-10-25,5918
C5211,4160,352,0.0619,11.82,44,94.55,0.125,27,Instagram,Image,45-54,Female,Africa,3784,4201.6,0.9,2024-11-02,5686
C3270,2320,1096,0.6841,2.12,914,2.54,0.8339,13,Google,Image,35-44,Male,North America,77690,2250.4,34.52,2024-02-21,1602
C7625,7680,1684,0.2532,4.56,321,23.93,0.1906,24,YouTube,Image,55+,Female,Africa,35310,7910.4,4.46,2025-01-03,6650
C4187,7960,453,0.1515,17.57,343,23.21,0.7572,8,Facebook,Video,25-34,Other,North America,41160,8358.0,4.92,2024-03-19,2990
C1613,6150,681,0.1637,9.03,314,19.59,0.4611,18,Instagram,Text,18-24,Other,Asia,27632,5842.5,4.73,2024-04-24,4160
C7767,8580,1797,0.2305,4.77,258,33.26,0.1436,17,YouTube,Video,35-44,Male,South America,38700,8837.4,4.38,2024-11-14,7796
C4627,3600,1263,0.2753,2.85,920,3.91,0.7284,9,LinkedIn,Text,55+,Female,Asia,103960,3672.0,28.31,2024-04-21,4587
C5910,7160,293,0.2169,24.44,291,24.6,0.9932,17,LinkedIn,Video,55+,Other,Asia,49179,7374.8,6.67,2024-04-23,1350
C2193,7990,219,0.0355,36.48,214,37.34,0.9772,8,YouTube,Image,25-34,Female,South America,28034,7910.1,3.54,2024-08-01,6169
C3002,7530,696,0.131,10.82,292,25.79,0.4195,30,LinkedIn,Text,25-34,Female,Europe,19856,7379.4,2.69,2024-10-29,5312
C1714,3890,72,0.017,54.03,62,62.74,0.8611,15,LinkedIn,Carousel,18-24,Male,North America,9114,3773.3,2.42,2025-01-16,4235
C3181,2290,1707,0.8242,1.34,1372,1.67,0.8037,10,YouTube,Image,25-34,Other,Asia,223636,2381.6,93.9,2024-02-26,2071
C3848,8440,607,0.1262,13.9,407,20.74,0.6705,22,YouTube,Video,55+,Other,Asia,32560,8440.0,3.86,2024-06-29,4809
C3617,9460,654,0.1244,14.46,177,53.45,0.2706,25,Facebook,Image,25-34,Female,Europe,22656,9838.4,2.3,2024-09-29,5257
C3628,8500,1283,0.4722,6.63,486,17.49,0.3788,18,YouTube,Image,45-54,Male,Asia,39366,8160.0,4.82,2024-09-13,2717
C5194,9170,842,0.5946,10.89,776,11.82,0.9216,24,Google,Text,25-34,Other,Asia,97000,9078.3,10.68,2025-02-03,1416
C6303,5130,795,0.1424,6.45,732,7.01,0.9208,19,Instagram,Video,45-54,Other,Africa,125904,4924.8,25.57,2024-02-17,5582
C9923,2280,1262,0.4507,1.81,1048,2.18,0.8304,8,YouTube,Carousel,35-44,Female,Asia,143576,2280.0,62.97,2024-04-23,2800
C7305,2530,452,0.0932,5.6,433,5.84,0.958,25,Instagram,Carousel,18-24,Female,Europe,52826,2454.1,21.53,2024-05-09,4849
C5101,2950,1392,0.8561,2.12,811,3.64,0.5826,29,Instagram,Text,18-24,Female,North America,90021,2891.0,31.14,2024-05-01,1625
C5380,3340,1333,0.5452,2.51,35,95.43,0.0263,26,LinkedIn,Text,25-34,Female,Asia,5985,3306.6,1.81,2024-02-29,2444
C3881,3440,68,0.0091,50.59,47,73.19,0.6912,25,Instagram,Text,18-24,Other,North America,1833,3405.6,0.54,2024-02-29,7472
C9517,9290,1266,0.6349,7.34,612,15.18,0.4834,20,Google,Text,55+,Other,Africa,94860,8825.5,10.75,2024-05-06,1994
C9729,7620,1704,0.351,4.47,385,19.79,0.2259,23,LinkedIn,Text,25-34,Male,Africa,27335,7696.2,3.55,2024-09-08,4854
C1166,6090,652,0.1578,9.34,13,468.46,0.0199,17,Facebook,Text,25-34,Female,South America,1170,6090.0,0.19,2024-06-17,4131
C2125,6060,515,0.0824,11.77,71,85.35,0.1379,14,Facebook,Image,18-24,Male,Africa,12851,5757.0,2.23,2024-08-14,6250
C1322,6520,1798,0.3926,3.63,1391,4.69,0.7736,11,Facebook,Image,25-34,Male,North America,141882,6780.8,20.92,2024-04-26,4579
C2527,6750,682,0.1256,9.9,451,14.97,0.6613,10,Instagram,Image,45-54,Male,Africa,16687,6817.5,2.45,2024-03-08,5429
C3307,4270,83,0.0662,51.45,43,99.3,0.5181,23,Google,Carousel,25-34,Female,Europe,4859,4312.7,1.13,2024-02-21,1253
C7981,9140,788,0.1477,11.6,167,54.73,0.2119,13,Facebook,Carousel,18-24,Male,Africa,17368,9414.2,1.84,2024-04-22,5335
C9712,7900,593,0.1857,13.32,120,65.83,0.2024,10,YouTube,Image,35-44,Other,North America,5640,8216.0,0.69,2024-07-20,3193
C2659,9790,1658,0.9793,5.9,833,11.75,0.5024,10,LinkedIn,Text,55+,Female,North America,161602,10279.5,15.72,2024-09-07,1693
C1416,7770,206,0.0261,37.72,192,40.47,0.932,12,Instagram,Carousel,45-54,Other,North America,13632,7536.9,1.81,2024-09-29,7892
C7312,4300,373,0.0814,11.53,249,17.27,0.6676,10,Facebook,Video,55+,Other,Europe,29880,4085.0,7.31,2024-09-15,4582
C4863,5420,156,0.018,34.74,30,180.67,0.1923,29,Instagram,Video,18-24,Other,Africa,5880,5311.6,1.11,2025-01-05,8666
C5915,7140,1346,0.1769,5.3,854,8.36,0.6345,17,LinkedIn,Image,18-24,Male,Europe,43554,6783.0,6.42,2025-01-01,7608
C2755,6430,803,0.0987,8.01,300,21.43,0.3736,12,Google,Video,45-54,Male,South America,60000,6301.4,9.52,2024-02-23,8135
C3274,4190,143,0.0174,29.3,15,279.33,0.1049,26,Facebook,Text,25-34,Female,North America,1485,4273.8,0.35,2024-07-29,8218
C9336,8920,877,0.1751,10.17,659,13.54,0.7514,29,Facebook,Video,35-44,Other,North America,83693,8741.6,9.57,2024-02-19,5008
C7706,8280,301,0.2155,27.51,137,60.44,0.4551,14,Facebook,Image,18-24,Other,North America,6713,8445.6,0.79,2024-02-23,1396
C5506,9120,73,0.0087,124.93,71,128.45,0.9726,13,Google,Video,18-24,Other,Europe,7739,8664.0,0.89,2024-08-17,8390
C9504,8420,1632,0.2896,5.16,565,14.9,0.3462,16,Google,Video,25-34,Male,Africa,79100,8672.6,9.12,2024-03-23,5635
C7424,9830,907,0.277,10.84,761,12.92,0.839,16,YouTube,Image,45-54,Male,Europe,110345,9338.5,11.82,2024-11-10,3274
C3850,4470,393,0.0607,11.37,372,12.02,0.9466,28,YouTube,Text,35-44,Other,Asia,41292,4470.0,9.24,2024-03-13,6474
C2037,7260,376,0.0386,19.31,281,25.84,0.7473,23,Facebook,Video,18-24,Male,South America,50580,7405.2,6.83,2024-08-22,9740
C3898,6920,919,0.1401,7.53,538,12.86,0.5854,11,Facebook,Video,18-24,Other,Europe,98992,7196.8,13.76,2024-04-13,6559
C8132,7730,617,0.0826,12.53,487,15.87,0.7893,21,Instagram,Carousel,45-54,Female,North America,45291,7575.4,5.98,2024-11-08,7469
C6970,2320,1150,0.1631,2.02,626,3.71,0.5443,13,Google,Image,25-34,Female,North America,71364,2412.8,29.58,2024-08-28,7050
C1346,9680,1908,0.2538,5.07,1276,7.59,0.6688,21,Facebook,Text,25-34,Other,Asia,81664,9486.4,8.61,2024-08-26,7517
C4931,3620,1212,0.1299,2.99,943,3.84,0.7781,16,LinkedIn,Text,35-44,Other,Europe,62238,3656.2,17.02,2025-01-25,9330
C7542,5450,1763,0.1996,3.09,1006,5.42,0.5706,29,Google,Text,45-54,Male,Asia,140840,5395.5,26.1,2024-04-02,8832
C9122,2830,1522,0.1729,1.86,818,3.46,0.5375,20,YouTube,Video,25-34,Other,South America,141514,2971.5,47.62,2025-02-06,8802
C9824,4120,506,0.3452,8.14,158,26.08,0.3123,30,YouTube,Video,18-24,Other,South America,21646,4243.6,5.1,2024-12-11,1465
C7655,3940,899,0.1384,4.38,864,4.56,0.9611,29,Google,Text,18-24,Female,Asia,47520,4137.0,11.49,2024-10-03,6495
C4386,4640,1763,1.0463,2.63,238,19.5,0.135,27,LinkedIn,Text,55+,Other,North America,28798,4547.2,6.33,2024-06-05,1684
C6062,3080,1435,0.4814,2.15,1257,2.45,0.876,10,Facebook,Video,18-24,Other,Europe,248886,2987.6,83.31,2024-04-26,2980
C1696,9870,121,0.0135,81.57,47,210.0,0.3884,20,LinkedIn,Text,35-44,Female,Africa,6439,9968.7,0.65,2024-06-24,8962
C6702,2770,204,0.0296,13.58,93,29.78,0.4559,8,Google,Video,55+,Other,North America,4278,2880.8,1.49,2024-11-01,6891
C9503,5380,1970,0.2074,2.73,954,5.64,0.4843,17,Google,Carousel,18-24,Other,Africa,74412,5272.4,14.11,2024-12-04,9498
C4579,7460,1720,1.7183,4.34,749,9.96,0.4355,24,Google,Text,45-54,Male,Asia,36701,7833.0,4.69,2024-03-28,1000
C6148,3750,340,0.2484,11.03,304,12.34,0.8941,14,YouTube,Video,45-54,Male,South America,49552,3637.5,13.62,2024-12-26,1368
C5460,4860,1025,0.1701,4.74,166,29.28,0.162,14,Facebook,Text,55+,Male,Europe,27888,4860.0,5.74,2024-05-18,6025
C5405,3970,228,0.0443,17.41,142,27.96,0.6228,24,Instagram,Carousel,18-24,Female,North America,13774,3850.9,3.58,2024-11-07,5146
C7002,8010,1321,0.4913,6.06,627,12.78,0.4746,30,Facebook,Video,35-44,Female,Asia,100947,8330.4,12.12,2024-05-16,2688
C8749,4320,448,0.055,9.64,233,18.54,0.5201,22,YouTube,Video,25-34,Male,Africa,15145,4320.0,3.51,2024-09-09,8145
C1159,7120,1240,0.2158,5.74,648,10.99,0.5226,24,YouTube,Text,18-24,Female,Africa,31104,7404.8,4.2,2024-10-20,5746
C3330,5340,1364,0.1475,3.91,1323,4.04,0.9699,14,Facebook,Text,45-54,Male,Asia,218295,5340.0,40.88,2024-09-01,9247
C3773,9740,401,0.0407,24.29,322,30.25,0.803,23,LinkedIn,Video,45-54,Female,Asia,13524,10227.0,1.32,2024-05-17,9852
C7803,2950,775,0.1823,3.81,245,12.04,0.3161,27,LinkedIn,Video,35-44,Other,Europe,37240,2979.5,12.5,2024-09-01,4251
C2258,9350,1936,0.4211,4.83,1503,6.22,0.7763,26,Google,Video,35-44,Male,Europe,129258,9069.5,14.25,2025-01-12,4597
C6999,5400,1824,0.8736,2.96,898,6.01,0.4923,23,YouTube,Image,45-54,Other,Europe,124822,5184.0,24.08,2024-09-13,2087
C4133,3060,1142,0.1352,2.68,858,3.57,0.7513,23,LinkedIn,Image,35-44,Other,North America,94380,2907.0,32.47,2025-01-29,8446
C4395,8860,228,0.026,38.86,131,67.63,0.5746,15,YouTube,Video,45-54,Other,Africa,9694,8948.6,1.08,2024-06-22,8769
C5301,4420,976,0.3232,4.53,225,19.64,0.2305,20,Facebook,Carousel,25-34,Male,North America,43200,4420.0,9.77,2024-08-26,3019
C8608,4230,1419,0.2083,2.98,1356,3.12,0.9556,12,YouTube,Carousel,25-34,Other,Asia,178992,4356.9,41.08,2024-10-07,6812
C2080,9490,555,0.1774,17.1,21,451.9,0.0378,12,Instagram,Image,55+,Other,Africa,1953,9869.6,0.2,2024-10-22,3128
C4466,6710,1477,0.3872,4.54,1001,6.7,0.6777,22,LinkedIn,Image,18-24,Male,Africa,87087,6844.2,12.72,2024-05-13,3814
C5467,2290,1227,0.1705,1.87,500,4.58,0.4075,28,Google,Carousel,45-54,Male,Asia,24500,2404.5,10.19,2024-05-20,7196
C8284,9860,1494,0.2037,6.6,749,13.16,0.5013,27,Google,Image,25-34,Female,Europe,131075,9860.0,13.29,2024-02-11,7334
C4909,8120,1580,0.3446,5.14,30,270.67,0.019,27,LinkedIn,Text,25-34,Male,South America,2490,7795.2,0.32,2024-04-07,4585
C6513,5630,1788,0.1933,3.15,1196,4.71,0.6689,16,YouTube,Text,35-44,Other,Europe,232024,5686.3,40.8,2024-12-15,9249
C7199,6590,1888,0.2803,3.49,723,9.11,0.3829,8,Google,Carousel,45-54,Male,Africa,73746,6260.5,11.78,2024-04-19,6735
C5781,4790,999,0.2408,4.79,417,11.49,0.4174,28,LinkedIn,Image,55+,Female,North America,80481,4981.6,16.16,2024-12-30,4148
C4414,8220,1629,1.0376,5.05,321,25.61,0.1971,9,Google,Text,45-54,Male,Asia,40446,8384.4,4.82,2024-03-17,1569
C8092,4310,689,0.1186,6.26,576,7.48,0.836,30,YouTube,Image,55+,Other,North America,46080,4137.6,11.14,2025-01-07,5809
C3515,3990,1876,0.3705,2.13,1474,2.71,0.7857,12,Facebook,Video,45-54,Other,Europe,241736,4029.9,59.99,2024-07-15,5063
C1302,8000,952,0.3066,8.4,610,13.11,0.6408,18,LinkedIn,Image,18-24,Other,Europe,97600,8080.0,12.08,2024-06-30,3105
C3038,8610,844,0.1056,10.2,65,132.46,0.077,14,Instagram,Video,18-24,Male,Africa,10855,8351.7,1.3,2024-08-09,7992
C1172,9560,1347,0.2986,7.1,320,29.88,0.2376,18,LinkedIn,Carousel,35-44,Male,Asia,29760,9368.8,3.18,2024-05-23,4511
C4068,3420,546,0.0574,6.26,312,10.96,0.5714,12,LinkedIn,Carousel,25-34,Male,South America,19344,3420.0,5.66,2024-07-14,9512
C9608,2960,1676,0.1995,1.77,251,11.79,0.1498,15,LinkedIn,Image,45-54,Other,South America,47188,2989.6,15.78,2024-09-02,8401
C5732,2910,673,0.1908,4.32,657,4.43,0.9762,25,YouTube,Text,25-34,Male,Africa,30879,2851.8,10.83,2024-06-02,3527
C3443,8680,1857,0.363,4.67,1752,4.95,0.9435,17,Facebook,Video,45-54,Male,South America,129648,9114.0,14.23,2024-11-10,5115
C5953,9000,1338,0.2519,6.73,877,10.26,0.6555,29,Facebook,Image,35-44,Other,Asia,31572,9360.0,3.37,2024-09-03,5311
C6631,9410,1915,0.2125,4.91,1209,7.78,0.6313,28,Google,Image,45-54,Other,Europe,163215,9033.6,18.07,2024-03-17,9011
C7633,2940,1192,0.1921,2.47,681,4.32,0.5713,12,Facebook,Image,45-54,Female,South America,82401,2793.0,29.5,2024-08-23,6205
C5159,4350,724,0.0944,6.01,114,38.16,0.1575,10,Instagram,Video,18-24,Male,North America,14250,4567.5,3.12,2024-03-17,7669
C9450,2970,1937,0.2312,1.53,847,3.51,0.4373,16,LinkedIn,Text,18-24,Other,South America,69454,3118.5,22.27,2024-09-27,8378
C3621,6180,905,0.1009,6.83,369,16.75,0.4077,11,LinkedIn,Video,25-34,Other,North America,46125,6303.6,7.32,2024-10-31,8969
C3313,5360,857,0.7388,6.25,509,10.53,0.5939,17,Instagram,Carousel,45-54,Other,Africa,86530,5252.8,16.47,2024-07-26,1159
C2304,8380,1321,0.2309,6.34,787,10.65,0.5958,21,Facebook,Video,55+,Female,North America,110180,8463.8,13.02,2024-04-02,5721
C1496,3620,314,0.0371,11.53,238,15.21,0.758,16,Instagram,Video,35-44,Other,North America,21420,3692.4,5.8,2024-04-13,8463
C5301,8220,1562,0.2432,5.26,1366,6.02,0.8745,9,Instagram,Video,55+,Male,South America,132502,7973.4,16.62,2024-07-28,6422
C6000,7460,692,0.0731,10.78,553,13.49,0.7991,18,Instagram,Carousel,18-24,Female,North America,74102,7236.2,10.24,2024-05-30,9466
C4513,2270,1083,0.36,2.1,672,3.38,0.6205,7,Google,Text,35-44,Female,Africa,60480,2360.8,25.62,2024-05-18,3008
C9316,3980,1707,0.5331,2.33,1675,2.38,0.9813,21,YouTube,Video,35-44,Female,Africa,108875,4139.2,26.3,2024-12-01,3202
C9282,4220,386,0.1051,10.93,28,150.71,0.0725,18,Instagram,Carousel,55+,Female,Asia,1736,4220.0,0.41,2024-02-22,3672
C2129,2140,428,0.2129,5.0,47,45.53,0.1098,27,LinkedIn,Video,55+,Female,Asia,6486,2054.4,3.16,2024-04-02,2010
C8897,2540,1546,0.1954,1.64,339,7.49,0.2193,11,YouTube,Text,45-54,Other,South America,18645,2514.6,7.41,2024-02-17,7911
C6985,4760,1175,0.1654,4.05,124,38.39,0.1055,20,Facebook,Image,45-54,Other,Africa,12648,4760.0,2.66,2025-01-18,7103
C9929,9260,781,0.0837,11.86,391,23.68,0.5006,10,Google,Text,25-34,Other,Europe,15640,9352.6,1.67,2024-03-31,9330
C7271,7140,1989,1.1477,3.59,121,59.01,0.0608,19,Facebook,Carousel,45-54,Other,Asia,12705,6854.4,1.85,2024-08-17,1733
C1337,3900,274,0.0567,14.23,67,58.21,0.2445,17,Google,Image,25-34,Female,Asia,5360,3783.0,1.42,2025-01-03,4832
C7277,2220,822,0.1075,2.7,685,3.24,0.8333,21,Instagram,Carousel,35-44,Other,Europe,56855,2220.0,25.61,2024-02-20,7646
C4867,7890,1692,0.2423,4.66,1002,7.87,0.5922,26,Facebook,Image,55+,Other,South America,190380,7890.0,24.13,2024-11-13,6983
C1530,8300,1784,0.1886,4.65,1495,5.55,0.838,24,YouTube,Carousel,25-34,Male,North America,198835,8466.0,23.49,2024-10-12,9459
C3244,8720,1076,0.3021,8.1,1055,8.27,0.9805,9,Facebook,Image,18-24,Male,South America,200450,8720.0,22.99,2024-11-12,3561
C9116,6960,1937,0.2914,3.59,1264,5.51,0.6526,22,YouTube,Video,18-24,Female,Africa,44240,7168.8,6.17,2024-11-29,6647
C4858,8110,811,0.291,10.0,471,17.22,0.5808,15,Google,Text,55+,Male,South America,44745,8353.3,5.36,2025-01-25,2786
C9627,6950,1466,0.2378,4.74,264,26.33,0.1801,22,YouTube,Text,18-24,Other,South America,12144,7089.0,1.71,2024-04-06,6164
C4595,4540,1797,0.2351,2.53,1135,4.0,0.6316,26,Google,Text,55+,Male,South America,143010,4403.8,32.47,2024-10-11,7643
C3279,6780,567,0.1181,11.96,553,12.26,0.9753,27,Google,Image,45-54,Other,Europe,48664,6983.4,6.97,2024-06-29,4801
C4107,8580,182,0.032,47.14,130,66.0,0.7143,11,LinkedIn,Carousel,25-34,Female,Europe,12480,8665.8,1.44,2024-07-23,5687
C5074,4060,146,0.0285,27.81,88,46.14,0.6027,27,Instagram,Text,25-34,Male,Europe,15312,4019.4,3.81,2024-10-20,5122
C9572,8940,1995,0.4019,4.48,1469,6.09,0.7363,7,Google,Carousel,45-54,Female,Asia,89609,8671.8,10.33,2024-09-19,4963
C5777,3480,543,0.1302,6.41,384,9.06,0.7072,19,Google,Carousel,35-44,Male,South America,15360,3584.4,4.29,2024-04-18,4170
C3335,4570,1072,0.1265,4.26,496,9.21,0.4627,12,LinkedIn,Image,18-24,Other,Africa,86304,4661.4,18.51,2025-01-18,8474
C8084,9400,734,0.5239,12.81,279,33.69,0.3801,7,LinkedIn,Text,18-24,Other,Europe,11997,9212.0,1.3,2024-02-14,1401
C6713,7830,1051,0.1107,7.45,709,11.04,0.6746,29,Google,Text,18-24,Male,South America,128329,8143.2,15.76,2024-05-09,9494
C9375,4700,1883,0.2638,2.5,202,23.27,0.1073,29,Facebook,Text,18-24,Male,Africa,10908,4559.0,2.39,2025-01-03,7137
C7232,4360,1766,0.3298,2.47,17,256.47,0.0096,12,Google,Video,25-34,Other,South America,765,4578.0,0.17,2024-09-19,5354
C7210,7880,310,0.0453,25.42,203,38.82,0.6548,13,LinkedIn,Video,55+,Male,Europe,8323,7958.8,1.05,2024-10-14,6843
C9495,5890,841,0.1731,7.0,506,11.64,0.6017,15,Google,Image,25-34,Other,Europe,34408,5713.3,6.02,2024-06-07,4858
C4588,3420,1001,0.1485,3.42,366,9.34,0.3656,20,YouTube,Text,25-34,Female,Africa,49410,3556.8,13.89,2024-07-14,6740
C5788,7840,465,0.1949,16.86,121,64.79,0.2602,13,Facebook,Carousel,18-24,Female,Europe,22506,7604.8,2.96,2024-04-02,2385
C1941,5250,50,0.0061,105.0,37,141.89,0.74,21,YouTube,Image,55+,Female,South America,5476,5302.5,1.03,2024-12-06,8196
