Campaign_ID,Age_ID,Content_ID,Gender_ID,Platform_ID,Region_ID,Date_ID,Budget,Clicks,CTR,CPC,Conversions,CPA,Conversion_Rate,Duration,Revenue,Spend,ROAS,Impressions
C8084,1,3,3,4,3,4,9400,734,0.5239,12.81,279,33.69,0.3801,7,11997,9212.0,1.3,1401
C6713,1,3,2,2,5,85,7830,1051,0.1107,7.45,709,11.04,0.6746,29,128329,8143.2,15.76,9494
C9375,1,3,2,1,1,301,4700,1883,0.2638,2.5,202,23.27,0.1073,29,10908,4559.0,2.39,7137
C7232,2,4,3,2,5,203,4360,1766,0.3298,2.47,17,256.47,0.0096,12,765,4578.0,0.17,5354
C7210,5,4,2,4,3,226,7880,310,0.0453,25.42,203,38.82,0.6548,13,8323,7958.8,1.05,6843
C9495,2,2,3,2,3,114,5890,841,0.1731,7.0,506,11.64,0.6017,15,34408,5713.3,6.02,4858
C4588,2,3,1,5,1,148,3420,1001,0.1485,3.42,366,9.34,0.3656,20,49410,3556.8,13.89,6740
C5788,1,1,1,1,3,51,7840,465,0.1949,16.86,121,64.79,0.2602,13,22506,7604.8,2.96,2385
C1941,5,2,1,5,5,275,5250,50,0.0061,105.0,37,141.89,0.74,21,5476,5302.5,1.03,8196
C8697,3,3,1,5,3,169,3310,1432,0.2642,2.31,584,5.67,0.4078,17,89936,3243.8,27.73,5420
C6716,1,2,1,4,2,224,8830,1303,0.1452,6.78,941,9.38,0.7222,15,122330,8388.5,14.58,8973
C4176,5,1,1,2,4,209,5920,1362,0.3036,4.35,111,53.33,0.0815,16,14208,5979.2,2.38,4486
C9240,3,1,3,1,5,262,2720,1253,0.2487,2.17,865,3.14,0.6903,21,55360,2747.2,20.15,5038
C5548,4,2,2,5,4,190,3750,1466,0.164,2.56,850,4.41,0.5798,22,117300,3562.5,32.93,8939
C7090,3,4,1,3,1,143,3340,654,0.2195,5.11,511,6.54,0.7813,19,57232,3239.8,17.67,2979
C2877,1,2,1,4,5,86,9280,1877,1.2017,4.94,1476,6.29,0.7864,27,123984,9651.2,12.85,1561
C1768,4,3,1,2,3,317,2180,660,0.3307,3.3,21,103.81,0.0318,11,3150,2071.0,1.52,1995
C3904,3,1,1,2,3,112,7310,1907,1.1614,3.83,844,8.66,0.4426,8,59080,7310.0,8.08,1641
C6315,5,4,2,5,2,233,9540,441,0.0927,21.63,335,28.48,0.7596,7,61975,9063.0,6.84,4757
C1205,3,4,1,1,5,34,2030,809,0.0826,2.51,105,19.33,0.1298,27,10080,2131.5,4.73,9794
C3516,3,4,3,4,5,193,8740,1264,0.1546,6.91,734,11.91,0.5807,21,27892,8303.0,3.36,8175
C2591,1,1,1,1,4,305,9970,452,0.0843,22.06,257,38.79,0.5686,15,29041,10468.5,2.77,5361
C6317,5,1,2,3,1,69,7700,545,0.0627,14.13,421,18.29,0.7725,27,72833,7931.0,9.18,8692
C4872,1,2,1,2,2,185,8280,1790,0.3517,4.63,806,10.27,0.4503,22,108004,8197.2,13.18,5089
C4193,1,3,1,2,1,206,6630,689,0.1552,9.62,584,11.35,0.8476,28,30952,6364.8,4.86,4439
C6242,1,3,3,3,3,296,9170,1005,0.183,9.12,199,46.08,0.198,13,20099,9170.0,2.19,5491
C7151,1,2,1,3,4,211,9790,1964,0.2852,4.98,1432,6.84,0.7291,16,111696,9790.0,11.41,6886
C2982,4,2,2,5,2,244,5280,1143,1.1239,4.62,750,7.04,0.6562,26,30750,5332.8,5.77,1016
C4697,4,2,1,3,5,139,4510,302,0.0468,14.93,15,300.67,0.0497,11,1845,4374.7,0.42,6452
C8156,3,3,1,4,2,45,5160,279,0.0287,18.49,77,67.01,0.276,13,8624,5418.0,1.59,9721
C1670,3,3,1,1,1,232,4540,868,0.2362,5.23,173,26.24,0.1993,9,21625,4630.8,4.67,3674
C5090,2,3,2,4,3,74,6640,1838,1.1059,3.61,1607,4.13,0.8743,13,136595,6706.4,20.37,1661
C2853,2,3,1,4,3,289,3600,914,0.5807,3.94,840,4.29,0.919,26,47880,3708.0,12.91,1573
C1814,4,1,2,2,4,34,7350,274,0.0899,26.82,182,40.38,0.6642,14,20202,7276.5,2.78,3047
C4964,1,4,2,2,5,118,6610,65,0.0156,101.69,44,150.23,0.6769,24,3608,6279.5,0.57,4166
C2710,5,1,1,2,1,76,2290,1620,0.5633,1.41,398,5.75,0.2457,7,11940,2358.7,5.06,2875
C9612,5,4,1,5,2,106,9110,384,0.0672,23.72,219,41.6,0.5703,22,41610,8927.8,4.66,5714
C8303,5,1,2,3,3,158,2160,286,0.0312,7.55,92,23.48,0.3217,20,13708,2203.2,6.22,9166
C6328,5,1,2,5,2,177,9760,349,0.0832,27.97,49,199.18,0.1404,30,1519,9467.2,0.16,4194
C6573,4,2,1,1,4,4,5530,1978,0.2334,2.8,406,13.62,0.2053,28,78764,5585.3,14.1,8474
C6368,4,2,2,5,1,16,4750,348,0.1153,13.65,159,29.87,0.4569,20,26871,4702.5,5.71,3018
C1247,5,3,3,1,4,71,2130,994,0.4846,2.14,530,4.02,0.5332,19,65720,2172.6,30.25,2051
C3761,4,1,2,2,5,132,3870,595,0.2932,6.5,96,40.31,0.1613,21,4512,3831.3,1.18,2029
C1521,5,4,3,5,3,7,4230,1373,0.164,3.08,1233,3.43,0.898,8,38223,4103.1,9.32,8371
C1850,5,1,3,1,5,302,7960,1272,0.1715,6.26,1226,6.49,0.9638,11,197386,8119.2,24.31,7416
C5759,5,2,1,2,5,26,4090,620,0.1059,6.6,383,10.68,0.6177,14,39832,4253.6,9.36,5854
C2505,4,3,2,4,5,303,3580,1711,0.1768,2.09,1351,2.65,0.7896,8,171577,3508.4,48.9,9677
C9439,1,2,1,1,1,59,5720,1888,0.2612,3.03,143,40.0,0.0757,10,27885,5834.4,4.78,7228
C4071,1,1,3,1,3,176,7400,657,0.0986,11.26,136,54.41,0.207,27,24072,7696.0,3.13,6663
C2402,1,4,3,4,2,251,3670,1534,0.1974,2.39,1258,2.92,0.8201,26,206312,3523.2,58.56,7771
C3257,5,4,3,2,4,312,4820,231,0.0238,20.87,83,58.07,0.3593,20,5146,5061.0,1.02,9705
C4315,5,2,3,3,3,321,9330,395,0.0517,23.62,239,39.04,0.6051,26,35372,8956.8,3.95,7640
C1412,2,1,3,3,2,12,3070,493,0.1965,6.23,415,7.4,0.8418,10,41915,3192.8,13.13,2508
